subject_id,itemB,causal_itemA,similar_itemA,explanation_type,satisfactory,causal_itemA_causal_distance,causal_itemA_freesort_distance,causal_itemA_freesort_minus_causal,similar_itemA_causal_distance,similar_itemA_freesort_distance,similar_itemA_freesort_minus_causal
subj_81,hear something,take a walk,see something,Intrinsic,51,0.23,0.86,0.62,0.49,0.05,-0.44
subj_81,see something,take a walk,hear something,Direct,95,0.17,0.86,0.69,0.46,0.05,-0.41
subj_81,see something,take a walk,hear something,Intrinsic,50,0.17,0.86,0.69,0.46,0.05,-0.41
subj_81,reach for something,become hungry,kick something,Direct,76,0.18,0.83,0.65,0.62,0.49,-0.14
subj_81,reach for something,become hungry,kick something,Intrinsic,51,0.18,0.83,0.65,0.62,0.49,-0.14
subj_81,choose what to do,feel scared,remember something,Direct,100,0.16,0.78,0.62,0.1,0.42,0.32
subj_81,choose what to do,feel scared,remember something,Intrinsic,100,0.16,0.78,0.62,0.1,0.42,0.32
subj_81,feel scared,see something,become hungry,Direct,73,0.06,0.78,0.71,0.63,0.58,-0.05
subj_81,feel scared,see something,become hungry,Intrinsic,0,0.06,0.78,0.71,0.63,0.58,-0.05
subj_81,kick something,think about something,jump up and down,Direct,50,0.4,0.9,0.5,0.61,0.26,-0.35
subj_81,kick something,think about something,jump up and down,Intrinsic,74,0.4,0.9,0.5,0.61,0.26,-0.35
subj_81,remember something,take a walk,think about something,Direct,76,0.22,0.91,0.69,0,0,0
subj_81,remember something,take a walk,think about something,Intrinsic,74,0.22,0.91,0.69,0,0,0
subj_82,hear something,take a walk,see something,Direct,25,0.23,0.86,0.62,0.49,0.05,-0.44
subj_82,hear something,take a walk,see something,Intrinsic,12,0.23,0.86,0.62,0.49,0.05,-0.44
subj_82,get sick,see something,get tired,Direct,3,0.4,0.95,0.55,0.42,0.37,-0.06
subj_82,get sick,see something,get tired,Intrinsic,8,0.4,0.95,0.55,0.42,0.37,-0.06
subj_82,experience pain,kick something,feel scared,Direct,74,0.07,0.72,0.65,0.34,0.32,-0.02
subj_82,experience pain,kick something,feel scared,Intrinsic,13,0.07,0.72,0.65,0.34,0.32,-0.02
subj_82,think about something,take a walk,remember something,Direct,57,0.15,0.86,0.72,0.01,0,-0.01
subj_82,think about something,take a walk,remember something,Intrinsic,76,0.15,0.86,0.72,0.01,0,-0.01
subj_82,kick something,think about something,jump up and down,Direct,62,0.4,0.9,0.5,0.61,0.26,-0.35
subj_82,kick something,think about something,jump up and down,Intrinsic,25,0.4,0.9,0.5,0.61,0.26,-0.35
subj_82,jump up and down,think about something,sit down,Direct,55,0.39,0.99,0.6,1,0.3,-0.7
subj_82,jump up and down,think about something,sit down,Intrinsic,3,0.39,0.99,0.6,1,0.3,-0.7
subj_82,take a walk,think about something,jump up and down,Direct,64,0.25,0.86,0.61,0.76,0.17,-0.59
subj_82,take a walk,think about something,jump up and down,Intrinsic,11,0.25,0.86,0.61,0.76,0.17,-0.59
subj_82,see something,take a walk,hear something,Direct,67,0.17,0.86,0.69,0.46,0.05,-0.41
subj_82,see something,take a walk,hear something,Intrinsic,15,0.17,0.86,0.69,0.46,0.05,-0.41
subj_82,remember something,take a walk,think about something,Direct,55,0.22,0.91,0.69,0,0,0
subj_82,remember something,take a walk,think about something,Intrinsic,55,0.22,0.91,0.69,0,0,0
subj_82,reach for something,become hungry,kick something,Direct,93,0.18,0.83,0.65,0.62,0.49,-0.14
subj_82,reach for something,become hungry,kick something,Intrinsic,12,0.18,0.83,0.65,0.62,0.49,-0.14
subj_82,become hungry,take a walk,experience pain,Direct,63,0.14,0.79,0.65,0.72,0.49,-0.22
subj_82,become hungry,take a walk,experience pain,Intrinsic,0,0.14,0.79,0.65,0.72,0.49,-0.22
subj_82,get tired,jump up and down,feel scared,Direct,58,0.04,0.78,0.73,0.47,0.5,0.03
subj_82,get tired,jump up and down,feel scared,Intrinsic,24,0.04,0.78,0.73,0.47,0.5,0.03
subj_82,sit down,experience pain,jump up and down,Direct,86,0.08,0.87,0.79,0.61,0.3,-0.31
subj_82,sit down,experience pain,jump up and down,Intrinsic,47,0.08,0.87,0.79,0.61,0.3,-0.31
subj_82,feel scared,see something,become hungry,Direct,79,0.06,0.78,0.71,0.63,0.58,-0.05
subj_82,feel scared,see something,become hungry,Intrinsic,6,0.06,0.78,0.71,0.63,0.58,-0.05
subj_82,choose what to do,feel scared,remember something,Direct,70,0.16,0.78,0.62,0.1,0.42,0.32
subj_82,choose what to do,feel scared,remember something,Intrinsic,56,0.16,0.78,0.62,0.1,0.42,0.32
subj_83,hear something,take a walk,see something,Direct,100,0.23,0.86,0.62,0.49,0.05,-0.44
subj_83,hear something,take a walk,see something,Intrinsic,0,0.23,0.86,0.62,0.49,0.05,-0.44
subj_83,reach for something,become hungry,kick something,Direct,22,0.18,0.83,0.65,0.62,0.49,-0.14
subj_83,reach for something,become hungry,kick something,Intrinsic,27,0.18,0.83,0.65,0.62,0.49,-0.14
subj_83,see something,take a walk,hear something,Direct,100,0.17,0.86,0.69,0.46,0.05,-0.41
subj_83,see something,take a walk,hear something,Intrinsic,23,0.17,0.86,0.69,0.46,0.05,-0.41
subj_83,sit down,experience pain,jump up and down,Direct,100,0.08,0.87,0.79,0.61,0.3,-0.31
subj_83,sit down,experience pain,jump up and down,Intrinsic,17,0.08,0.87,0.79,0.61,0.3,-0.31
subj_83,remember something,take a walk,think about something,Direct,74,0.22,0.91,0.69,0,0,0
subj_83,remember something,take a walk,think about something,Intrinsic,100,0.22,0.91,0.69,0,0,0
subj_83,get sick,see something,get tired,Direct,75,0.4,0.95,0.55,0.42,0.37,-0.06
subj_83,get sick,see something,get tired,Intrinsic,3,0.4,0.95,0.55,0.42,0.37,-0.06
subj_83,kick something,think about something,jump up and down,Direct,39,0.4,0.9,0.5,0.61,0.26,-0.35
subj_83,kick something,think about something,jump up and down,Intrinsic,76,0.4,0.9,0.5,0.61,0.26,-0.35
subj_83,choose what to do,feel scared,remember something,Direct,75,0.16,0.78,0.62,0.1,0.42,0.32
subj_83,choose what to do,feel scared,remember something,Intrinsic,50,0.16,0.78,0.62,0.1,0.42,0.32
subj_83,become hungry,take a walk,experience pain,Direct,24,0.14,0.79,0.65,0.72,0.49,-0.22
subj_83,become hungry,take a walk,experience pain,Intrinsic,0,0.14,0.79,0.65,0.72,0.49,-0.22
subj_83,experience pain,kick something,feel scared,Direct,50,0.07,0.72,0.65,0.34,0.32,-0.02
subj_83,experience pain,kick something,feel scared,Intrinsic,0,0.07,0.72,0.65,0.34,0.32,-0.02
subj_83,jump up and down,think about something,sit down,Direct,51,0.39,0.99,0.6,1,0.3,-0.7
subj_83,jump up and down,think about something,sit down,Intrinsic,0,0.39,0.99,0.6,1,0.3,-0.7
subj_83,get tired,jump up and down,feel scared,Direct,73,0.04,0.78,0.73,0.47,0.5,0.03
subj_83,get tired,jump up and down,feel scared,Intrinsic,25,0.04,0.78,0.73,0.47,0.5,0.03
subj_83,take a walk,think about something,jump up and down,Direct,76,0.25,0.86,0.61,0.76,0.17,-0.59
subj_83,take a walk,think about something,jump up and down,Intrinsic,0,0.25,0.86,0.61,0.76,0.17,-0.59
subj_83,think about something,take a walk,remember something,Direct,77,0.15,0.86,0.72,0.01,0,-0.01
subj_83,think about something,take a walk,remember something,Intrinsic,100,0.15,0.86,0.72,0.01,0,-0.01
subj_83,feel scared,see something,become hungry,Direct,100,0.06,0.78,0.71,0.63,0.58,-0.05
subj_83,feel scared,see something,become hungry,Intrinsic,0,0.06,0.78,0.71,0.63,0.58,-0.05
subj_84,hear something,take a walk,see something,Direct,69,0.23,0.86,0.62,0.49,0.05,-0.44
subj_84,hear something,take a walk,see something,Intrinsic,25,0.23,0.86,0.62,0.49,0.05,-0.44
subj_84,choose what to do,feel scared,remember something,Direct,48,0.16,0.78,0.62,0.1,0.42,0.32
subj_84,choose what to do,feel scared,remember something,Intrinsic,50,0.16,0.78,0.62,0.1,0.42,0.32
subj_84,sit down,experience pain,jump up and down,Direct,72,0.08,0.87,0.79,0.61,0.3,-0.31
subj_84,sit down,experience pain,jump up and down,Intrinsic,26,0.08,0.87,0.79,0.61,0.3,-0.31
subj_84,see something,take a walk,hear something,Direct,76,0.17,0.86,0.69,0.46,0.05,-0.41
subj_84,see something,take a walk,hear something,Intrinsic,21,0.17,0.86,0.69,0.46,0.05,-0.41
subj_84,reach for something,become hungry,kick something,Direct,40,0.18,0.83,0.65,0.62,0.49,-0.14
subj_84,reach for something,become hungry,kick something,Intrinsic,32,0.18,0.83,0.65,0.62,0.49,-0.14
subj_84,kick something,think about something,jump up and down,Direct,70,0.4,0.9,0.5,0.61,0.26,-0.35
subj_84,kick something,think about something,jump up and down,Intrinsic,49,0.4,0.9,0.5,0.61,0.26,-0.35
subj_84,experience pain,kick something,feel scared,Direct,90,0.07,0.72,0.65,0.34,0.32,-0.02
subj_84,experience pain,kick something,feel scared,Intrinsic,33,0.07,0.72,0.65,0.34,0.32,-0.02
subj_84,remember something,take a walk,think about something,Direct,63,0.22,0.91,0.69,0,0,0
subj_84,remember something,take a walk,think about something,Intrinsic,83,0.22,0.91,0.69,0,0,0
subj_84,get tired,jump up and down,feel scared,Direct,71,0.04,0.78,0.73,0.47,0.5,0.03
subj_84,get tired,jump up and down,feel scared,Intrinsic,15,0.04,0.78,0.73,0.47,0.5,0.03
subj_84,become hungry,take a walk,experience pain,Direct,51,0.14,0.79,0.65,0.72,0.49,-0.22
subj_84,become hungry,take a walk,experience pain,Intrinsic,12,0.14,0.79,0.65,0.72,0.49,-0.22
subj_84,jump up and down,think about something,sit down,Direct,52,0.39,0.99,0.6,1,0.3,-0.7
subj_84,jump up and down,think about something,sit down,Intrinsic,10,0.39,0.99,0.6,1,0.3,-0.7
subj_84,think about something,take a walk,remember something,Direct,51,0.15,0.86,0.72,0.01,0,-0.01
subj_84,think about something,take a walk,remember something,Intrinsic,86,0.15,0.86,0.72,0.01,0,-0.01
subj_84,take a walk,think about something,jump up and down,Direct,72,0.25,0.86,0.61,0.76,0.17,-0.59
subj_84,take a walk,think about something,jump up and down,Intrinsic,14,0.25,0.86,0.61,0.76,0.17,-0.59
subj_84,get sick,see something,get tired,Direct,52,0.4,0.95,0.55,0.42,0.37,-0.06
subj_84,get sick,see something,get tired,Intrinsic,11,0.4,0.95,0.55,0.42,0.37,-0.06
subj_84,feel scared,see something,become hungry,Direct,88,0.06,0.78,0.71,0.63,0.58,-0.05
subj_84,feel scared,see something,become hungry,Intrinsic,13,0.06,0.78,0.71,0.63,0.58,-0.05
subj_85,get tired,jump up and down,feel scared,Direct,100,0.04,0.78,0.73,0.47,0.5,0.03
subj_85,get tired,jump up and down,feel scared,Intrinsic,0,0.04,0.78,0.73,0.47,0.5,0.03
subj_85,become hungry,take a walk,experience pain,Direct,87,0.14,0.79,0.65,0.72,0.49,-0.22
subj_85,become hungry,take a walk,experience pain,Intrinsic,0,0.14,0.79,0.65,0.72,0.49,-0.22
subj_85,kick something,think about something,jump up and down,Direct,53,0.4,0.9,0.5,0.61,0.26,-0.35
subj_85,kick something,think about something,jump up and down,Intrinsic,64,0.4,0.9,0.5,0.61,0.26,-0.35
subj_85,sit down,experience pain,jump up and down,Direct,100,0.08,0.87,0.79,0.61,0.3,-0.31
subj_85,sit down,experience pain,jump up and down,Intrinsic,100,0.08,0.87,0.79,0.61,0.3,-0.31
subj_85,see something,take a walk,hear something,Direct,100,0.17,0.86,0.69,0.46,0.05,-0.41
subj_85,see something,take a walk,hear something,Intrinsic,74,0.17,0.86,0.69,0.46,0.05,-0.41
subj_85,get sick,see something,get tired,Direct,66,0.4,0.95,0.55,0.42,0.37,-0.06
subj_85,get sick,see something,get tired,Intrinsic,75,0.4,0.95,0.55,0.42,0.37,-0.06
subj_85,think about something,take a walk,remember something,Direct,86,0.15,0.86,0.72,0.01,0,-0.01
subj_85,think about something,take a walk,remember something,Intrinsic,100,0.15,0.86,0.72,0.01,0,-0.01
subj_85,remember something,take a walk,think about something,Direct,82,0.22,0.91,0.69,0,0,0
subj_85,remember something,take a walk,think about something,Intrinsic,99,0.22,0.91,0.69,0,0,0
subj_85,choose what to do,feel scared,remember something,Direct,94,0.16,0.78,0.62,0.1,0.42,0.32
subj_85,choose what to do,feel scared,remember something,Intrinsic,100,0.16,0.78,0.62,0.1,0.42,0.32
subj_85,take a walk,think about something,jump up and down,Direct,65,0.25,0.86,0.61,0.76,0.17,-0.59
subj_85,take a walk,think about something,jump up and down,Intrinsic,49,0.25,0.86,0.61,0.76,0.17,-0.59
subj_85,jump up and down,think about something,sit down,Direct,20,0.39,0.99,0.6,1,0.3,-0.7
subj_85,jump up and down,think about something,sit down,Intrinsic,2,0.39,0.99,0.6,1,0.3,-0.7
subj_85,hear something,take a walk,see something,Direct,96,0.23,0.86,0.62,0.49,0.05,-0.44
subj_85,hear something,take a walk,see something,Intrinsic,76,0.23,0.86,0.62,0.49,0.05,-0.44
subj_85,feel scared,see something,become hungry,Direct,100,0.06,0.78,0.71,0.63,0.58,-0.05
subj_85,feel scared,see something,become hungry,Intrinsic,12,0.06,0.78,0.71,0.63,0.58,-0.05
subj_85,experience pain,kick something,feel scared,Direct,100,0.07,0.72,0.65,0.34,0.32,-0.02
subj_85,experience pain,kick something,feel scared,Intrinsic,85,0.07,0.72,0.65,0.34,0.32,-0.02
subj_85,reach for something,become hungry,kick something,Direct,95,0.18,0.83,0.65,0.62,0.49,-0.14
subj_85,reach for something,become hungry,kick something,Intrinsic,54,0.18,0.83,0.65,0.62,0.49,-0.14
subj_86,kick something,think about something,jump up and down,Direct,60,0.4,0.9,0.5,0.61,0.26,-0.35
subj_86,kick something,think about something,jump up and down,Intrinsic,79,0.4,0.9,0.5,0.61,0.26,-0.35
subj_86,remember something,take a walk,think about something,Direct,23,0.22,0.91,0.69,0,0,0
subj_86,remember something,take a walk,think about something,Intrinsic,53,0.22,0.91,0.69,0,0,0
subj_86,get sick,see something,get tired,Direct,3,0.4,0.95,0.55,0.42,0.37,-0.06
subj_86,get sick,see something,get tired,Intrinsic,29,0.4,0.95,0.55,0.42,0.37,-0.06
subj_86,feel scared,see something,become hungry,Direct,73,0.06,0.78,0.71,0.63,0.58,-0.05
subj_86,feel scared,see something,become hungry,Intrinsic,0,0.06,0.78,0.71,0.63,0.58,-0.05
subj_86,choose what to do,feel scared,remember something,Direct,23,0.16,0.78,0.62,0.1,0.42,0.32
subj_86,choose what to do,feel scared,remember something,Intrinsic,69,0.16,0.78,0.62,0.1,0.42,0.32
subj_86,reach for something,become hungry,kick something,Direct,33,0.18,0.83,0.65,0.62,0.49,-0.14
subj_86,reach for something,become hungry,kick something,Intrinsic,56,0.18,0.83,0.65,0.62,0.49,-0.14
subj_86,get tired,jump up and down,feel scared,Direct,75,0.04,0.78,0.73,0.47,0.5,0.03
subj_86,get tired,jump up and down,feel scared,Intrinsic,13,0.04,0.78,0.73,0.47,0.5,0.03
subj_86,think about something,take a walk,remember something,Direct,66,0.15,0.86,0.72,0.01,0,-0.01
subj_86,think about something,take a walk,remember something,Intrinsic,63,0.15,0.86,0.72,0.01,0,-0.01
subj_86,take a walk,think about something,jump up and down,Direct,77,0.25,0.86,0.61,0.76,0.17,-0.59
subj_86,take a walk,think about something,jump up and down,Intrinsic,72,0.25,0.86,0.61,0.76,0.17,-0.59
subj_86,become hungry,take a walk,experience pain,Direct,37,0.14,0.79,0.65,0.72,0.49,-0.22
subj_86,become hungry,take a walk,experience pain,Intrinsic,12,0.14,0.79,0.65,0.72,0.49,-0.22
subj_86,see something,take a walk,hear something,Direct,65,0.17,0.86,0.69,0.46,0.05,-0.41
subj_86,see something,take a walk,hear something,Intrinsic,11,0.17,0.86,0.69,0.46,0.05,-0.41
subj_86,jump up and down,think about something,sit down,Direct,76,0.39,0.99,0.6,1,0.3,-0.7
subj_86,jump up and down,think about something,sit down,Intrinsic,29,0.39,0.99,0.6,1,0.3,-0.7
subj_86,sit down,experience pain,jump up and down,Direct,72,0.08,0.87,0.79,0.61,0.3,-0.31
subj_86,sit down,experience pain,jump up and down,Intrinsic,37,0.08,0.87,0.79,0.61,0.3,-0.31
subj_86,experience pain,kick something,feel scared,Direct,76,0.07,0.72,0.65,0.34,0.32,-0.02
subj_86,experience pain,kick something,feel scared,Intrinsic,31,0.07,0.72,0.65,0.34,0.32,-0.02
subj_86,hear something,take a walk,see something,Direct,23,0.23,0.86,0.62,0.49,0.05,-0.44
subj_86,hear something,take a walk,see something,Intrinsic,43,0.23,0.86,0.62,0.49,0.05,-0.44
subj_87,feel scared,see something,become hungry,Direct,50,0.06,0.78,0.71,0.63,0.58,-0.05
subj_87,feel scared,see something,become hungry,Intrinsic,0,0.06,0.78,0.71,0.63,0.58,-0.05
subj_87,hear something,take a walk,see something,Direct,29,0.23,0.86,0.62,0.49,0.05,-0.44
subj_87,hear something,take a walk,see something,Intrinsic,0,0.23,0.86,0.62,0.49,0.05,-0.44
subj_87,become hungry,take a walk,experience pain,Direct,49,0.14,0.79,0.65,0.72,0.49,-0.22
subj_87,become hungry,take a walk,experience pain,Intrinsic,27,0.14,0.79,0.65,0.72,0.49,-0.22
subj_87,remember something,take a walk,think about something,Direct,49,0.22,0.91,0.69,0,0,0
subj_87,remember something,take a walk,think about something,Intrinsic,27,0.22,0.91,0.69,0,0,0
subj_87,sit down,experience pain,jump up and down,Direct,25,0.08,0.87,0.79,0.61,0.3,-0.31
subj_87,sit down,experience pain,jump up and down,Intrinsic,1,0.08,0.87,0.79,0.61,0.3,-0.31
subj_87,experience pain,kick something,feel scared,Direct,55,0.07,0.72,0.65,0.34,0.32,-0.02
subj_87,experience pain,kick something,feel scared,Intrinsic,21,0.07,0.72,0.65,0.34,0.32,-0.02
subj_87,kick something,think about something,jump up and down,Direct,25,0.4,0.9,0.5,0.61,0.26,-0.35
subj_87,kick something,think about something,jump up and down,Intrinsic,24,0.4,0.9,0.5,0.61,0.26,-0.35
subj_87,see something,take a walk,hear something,Direct,41,0.17,0.86,0.69,0.46,0.05,-0.41
subj_87,see something,take a walk,hear something,Intrinsic,23,0.17,0.86,0.69,0.46,0.05,-0.41
subj_87,choose what to do,feel scared,remember something,Direct,48,0.16,0.78,0.62,0.1,0.42,0.32
subj_87,choose what to do,feel scared,remember something,Intrinsic,25,0.16,0.78,0.62,0.1,0.42,0.32
subj_87,jump up and down,think about something,sit down,Direct,51,0.39,0.99,0.6,1,0.3,-0.7
subj_87,jump up and down,think about something,sit down,Intrinsic,0,0.39,0.99,0.6,1,0.3,-0.7
subj_87,get tired,jump up and down,feel scared,Direct,47,0.04,0.78,0.73,0.47,0.5,0.03
subj_87,get tired,jump up and down,feel scared,Intrinsic,26,0.04,0.78,0.73,0.47,0.5,0.03
subj_87,think about something,take a walk,remember something,Direct,43,0.15,0.86,0.72,0.01,0,-0.01
subj_87,think about something,take a walk,remember something,Intrinsic,40,0.15,0.86,0.72,0.01,0,-0.01
subj_87,get sick,see something,get tired,Direct,36,0.4,0.95,0.55,0.42,0.37,-0.06
subj_87,get sick,see something,get tired,Intrinsic,29,0.4,0.95,0.55,0.42,0.37,-0.06
subj_87,take a walk,think about something,jump up and down,Direct,41,0.25,0.86,0.61,0.76,0.17,-0.59
subj_87,take a walk,think about something,jump up and down,Intrinsic,0,0.25,0.86,0.61,0.76,0.17,-0.59
subj_87,reach for something,become hungry,kick something,Direct,55,0.18,0.83,0.65,0.62,0.49,-0.14
subj_87,reach for something,become hungry,kick something,Intrinsic,1,0.18,0.83,0.65,0.62,0.49,-0.14
subj_88,get sick,see something,get tired,Direct,35,0.4,0.95,0.55,0.42,0.37,-0.06
subj_88,get sick,see something,get tired,Intrinsic,18,0.4,0.95,0.55,0.42,0.37,-0.06
subj_88,sit down,experience pain,jump up and down,Direct,93,0.08,0.87,0.79,0.61,0.3,-0.31
subj_88,sit down,experience pain,jump up and down,Intrinsic,3,0.08,0.87,0.79,0.61,0.3,-0.31
subj_88,remember something,take a walk,think about something,Direct,55,0.22,0.91,0.69,0,0,0
subj_88,remember something,take a walk,think about something,Intrinsic,98,0.22,0.91,0.69,0,0,0
subj_88,become hungry,take a walk,experience pain,Direct,39,0.14,0.79,0.65,0.72,0.49,-0.22
subj_88,become hungry,take a walk,experience pain,Intrinsic,7,0.14,0.79,0.65,0.72,0.49,-0.22
subj_88,kick something,think about something,jump up and down,Direct,41,0.4,0.9,0.5,0.61,0.26,-0.35
subj_88,kick something,think about something,jump up and down,Intrinsic,16,0.4,0.9,0.5,0.61,0.26,-0.35
subj_88,hear something,take a walk,see something,Direct,29,0.23,0.86,0.62,0.49,0.05,-0.44
subj_88,hear something,take a walk,see something,Intrinsic,18,0.23,0.86,0.62,0.49,0.05,-0.44
subj_88,experience pain,kick something,feel scared,Direct,96,0.07,0.72,0.65,0.34,0.32,-0.02
subj_88,experience pain,kick something,feel scared,Intrinsic,24,0.07,0.72,0.65,0.34,0.32,-0.02
subj_88,reach for something,become hungry,kick something,Direct,86,0.18,0.83,0.65,0.62,0.49,-0.14
subj_88,reach for something,become hungry,kick something,Intrinsic,67,0.18,0.83,0.65,0.62,0.49,-0.14
subj_88,choose what to do,feel scared,remember something,Direct,38,0.16,0.78,0.62,0.1,0.42,0.32
subj_88,choose what to do,feel scared,remember something,Intrinsic,79,0.16,0.78,0.62,0.1,0.42,0.32
subj_88,get tired,jump up and down,feel scared,Direct,57,0.04,0.78,0.73,0.47,0.5,0.03
subj_88,get tired,jump up and down,feel scared,Intrinsic,20,0.04,0.78,0.73,0.47,0.5,0.03
subj_88,feel scared,see something,become hungry,Direct,100,0.06,0.78,0.71,0.63,0.58,-0.05
subj_88,feel scared,see something,become hungry,Intrinsic,17,0.06,0.78,0.71,0.63,0.58,-0.05
subj_88,jump up and down,think about something,sit down,Direct,86,0.39,0.99,0.6,1,0.3,-0.7
subj_88,jump up and down,think about something,sit down,Intrinsic,0,0.39,0.99,0.6,1,0.3,-0.7
subj_88,take a walk,think about something,jump up and down,Direct,42,0.25,0.86,0.61,0.76,0.17,-0.59
subj_88,take a walk,think about something,jump up and down,Intrinsic,4,0.25,0.86,0.61,0.76,0.17,-0.59
subj_88,see something,take a walk,hear something,Direct,78,0.17,0.86,0.69,0.46,0.05,-0.41
subj_88,see something,take a walk,hear something,Intrinsic,44,0.17,0.86,0.69,0.46,0.05,-0.41
subj_88,think about something,take a walk,remember something,Direct,67,0.15,0.86,0.72,0.01,0,-0.01
subj_88,think about something,take a walk,remember something,Intrinsic,93,0.15,0.86,0.72,0.01,0,-0.01
subj_89,feel scared,see something,become hungry,Direct,93,0.06,0.78,0.71,0.63,0.58,-0.05
subj_89,feel scared,see something,become hungry,Intrinsic,3,0.06,0.78,0.71,0.63,0.58,-0.05
subj_89,think about something,take a walk,remember something,Direct,24,0.15,0.86,0.72,0.01,0,-0.01
subj_89,think about something,take a walk,remember something,Intrinsic,75,0.15,0.86,0.72,0.01,0,-0.01
subj_89,become hungry,take a walk,experience pain,Direct,95,0.14,0.79,0.65,0.72,0.49,-0.22
subj_89,become hungry,take a walk,experience pain,Intrinsic,12,0.14,0.79,0.65,0.72,0.49,-0.22
subj_89,experience pain,kick something,feel scared,Direct,100,0.07,0.72,0.65,0.34,0.32,-0.02
subj_89,experience pain,kick something,feel scared,Intrinsic,24,0.07,0.72,0.65,0.34,0.32,-0.02
subj_89,get tired,jump up and down,feel scared,Direct,100,0.04,0.78,0.73,0.47,0.5,0.03
subj_89,get tired,jump up and down,feel scared,Intrinsic,12,0.04,0.78,0.73,0.47,0.5,0.03
subj_89,take a walk,think about something,jump up and down,Direct,50,0.25,0.86,0.61,0.76,0.17,-0.59
subj_89,take a walk,think about something,jump up and down,Intrinsic,6,0.25,0.86,0.61,0.76,0.17,-0.59
subj_89,see something,take a walk,hear something,Direct,100,0.17,0.86,0.69,0.46,0.05,-0.41
subj_89,see something,take a walk,hear something,Intrinsic,4,0.17,0.86,0.69,0.46,0.05,-0.41
subj_89,jump up and down,think about something,sit down,Direct,25,0.39,0.99,0.6,1,0.3,-0.7
subj_89,jump up and down,think about something,sit down,Intrinsic,0,0.39,0.99,0.6,1,0.3,-0.7
subj_89,remember something,take a walk,think about something,Direct,38,0.22,0.91,0.69,0,0,0
subj_89,remember something,take a walk,think about something,Intrinsic,87,0.22,0.91,0.69,0,0,0
subj_89,choose what to do,feel scared,remember something,Direct,5,0.16,0.78,0.62,0.1,0.42,0.32
subj_89,choose what to do,feel scared,remember something,Intrinsic,90,0.16,0.78,0.62,0.1,0.42,0.32
subj_89,get sick,see something,get tired,Direct,79,0.4,0.95,0.55,0.42,0.37,-0.06
subj_89,get sick,see something,get tired,Intrinsic,14,0.4,0.95,0.55,0.42,0.37,-0.06
subj_89,reach for something,become hungry,kick something,Direct,66,0.18,0.83,0.65,0.62,0.49,-0.14
subj_89,reach for something,become hungry,kick something,Intrinsic,47,0.18,0.83,0.65,0.62,0.49,-0.14
subj_89,kick something,think about something,jump up and down,Direct,49,0.4,0.9,0.5,0.61,0.26,-0.35
subj_89,kick something,think about something,jump up and down,Intrinsic,50,0.4,0.9,0.5,0.61,0.26,-0.35
subj_89,sit down,experience pain,jump up and down,Direct,100,0.08,0.87,0.79,0.61,0.3,-0.31
subj_89,sit down,experience pain,jump up and down,Intrinsic,6,0.08,0.87,0.79,0.61,0.3,-0.31
subj_89,hear something,take a walk,see something,Direct,66,0.23,0.86,0.62,0.49,0.05,-0.44
subj_89,hear something,take a walk,see something,Intrinsic,8,0.23,0.86,0.62,0.49,0.05,-0.44
subj_90,kick something,think about something,jump up and down,Direct,93,0.4,0.9,0.5,0.61,0.26,-0.35
subj_90,kick something,think about something,jump up and down,Intrinsic,49,0.4,0.9,0.5,0.61,0.26,-0.35
subj_90,reach for something,become hungry,kick something,Direct,98,0.18,0.83,0.65,0.62,0.49,-0.14
subj_90,reach for something,become hungry,kick something,Intrinsic,65,0.18,0.83,0.65,0.62,0.49,-0.14
subj_90,take a walk,think about something,jump up and down,Direct,98,0.25,0.86,0.61,0.76,0.17,-0.59
subj_90,take a walk,think about something,jump up and down,Intrinsic,4,0.25,0.86,0.61,0.76,0.17,-0.59
subj_90,become hungry,take a walk,experience pain,Direct,69,0.14,0.79,0.65,0.72,0.49,-0.22
subj_90,become hungry,take a walk,experience pain,Intrinsic,87,0.14,0.79,0.65,0.72,0.49,-0.22
subj_90,feel scared,see something,become hungry,Direct,98,0.06,0.78,0.71,0.63,0.58,-0.05
subj_90,feel scared,see something,become hungry,Intrinsic,4,0.06,0.78,0.71,0.63,0.58,-0.05
subj_90,jump up and down,think about something,sit down,Direct,73,0.39,0.99,0.6,1,0.3,-0.7
subj_90,jump up and down,think about something,sit down,Intrinsic,50,0.39,0.99,0.6,1,0.3,-0.7
subj_90,get tired,jump up and down,feel scared,Direct,97,0.04,0.78,0.73,0.47,0.5,0.03
subj_90,get tired,jump up and down,feel scared,Intrinsic,67,0.04,0.78,0.73,0.47,0.5,0.03
subj_90,think about something,take a walk,remember something,Direct,100,0.15,0.86,0.72,0.01,0,-0.01
subj_90,think about something,take a walk,remember something,Intrinsic,99,0.15,0.86,0.72,0.01,0,-0.01
subj_90,choose what to do,feel scared,remember something,Direct,89,0.16,0.78,0.62,0.1,0.42,0.32
subj_90,choose what to do,feel scared,remember something,Intrinsic,98,0.16,0.78,0.62,0.1,0.42,0.32
subj_90,get sick,see something,get tired,Direct,99,0.4,0.95,0.55,0.42,0.37,-0.06
subj_90,get sick,see something,get tired,Intrinsic,93,0.4,0.95,0.55,0.42,0.37,-0.06
subj_90,hear something,take a walk,see something,Direct,99,0.23,0.86,0.62,0.49,0.05,-0.44
subj_90,hear something,take a walk,see something,Intrinsic,100,0.23,0.86,0.62,0.49,0.05,-0.44
